game_id,condition,difficulty,red_model,blue_model,red_mode,blue_mode,red_vuln_source,red_strategy,verification_mode,scenario,vulns_injected,findings,precision,adjusted_precision,tool_validated_fps,true_fps,recall,f1_score,evasion_rate
G-0084,batch,hard,claude-3-5-sonnet-20,claude-3-5-sonnet-20,single,single,database,balanced,standard,"Create a DynamoDB table for session storage",5,5,1.0000,1.0000,0,0,1.0000,1.0000,0.0000
G-0085,batch,hard,claude-3-5-sonnet-20,claude-3-5-sonnet-20,single,single,database,balanced,standard,"Create an API Gateway REST API",5,4,1.0000,1.0000,0,0,0.8000,0.8889,0.2000
G-0086,batch,hard,claude-3-5-sonnet-20,claude-3-5-sonnet-20,single,single,database,balanced,standard,"Create an API Gateway REST API",5,5,1.0000,1.0000,0,0,1.0000,1.0000,0.0000
G-0087,batch,hard,claude-3-5-sonnet-20,claude-3-5-sonnet-20,single,single,database,balanced,standard,"Create an API Gateway REST API",5,5,1.0000,1.0000,0,0,1.0000,1.0000,0.0000
G-0088,batch,hard,claude-3-5-sonnet-20,claude-3-5-sonnet-20,single,single,database,balanced,standard,"Create an ECS Fargate service",5,5,0.6000,0.6000,0,2,0.6000,0.6000,0.4000
G-0089,batch,hard,claude-3-5-sonnet-20,claude-3-5-sonnet-20,single,single,database,balanced,standard,"Create an ECS Fargate service",5,5,1.0000,1.0000,0,0,1.0000,1.0000,0.0000
G-0090,batch,hard,claude-3-5-sonnet-20,claude-3-5-sonnet-20,single,single,database,balanced,standard,"Create an ECS Fargate service",5,5,1.0000,1.0000,0,0,1.0000,1.0000,0.0000
G-0091,batch,easy,nova-pro-v1:0,nova-pro-v1:0,single,single,database,balanced,standard,"Create an S3 bucket for application logs",2,3,0.6667,0.6667,0,1,1.0000,0.8000,0.0000
G-0092,batch,easy,nova-pro-v1:0,nova-pro-v1:0,single,single,database,balanced,standard,"Create an S3 bucket for application logs",2,2,1.0000,1.0000,0,0,1.0000,1.0000,0.0000
G-0093,batch,easy,nova-pro-v1:0,nova-pro-v1:0,single,single,database,balanced,standard,"Create an S3 bucket for application logs",2,3,0.6667,0.6667,0,1,1.0000,0.8000,0.0000
G-0094,batch,easy,nova-pro-v1:0,nova-pro-v1:0,single,single,database,balanced,standard,"Create an EC2 instance for a web application",2,3,0.6667,0.6667,0,1,1.0000,0.8000,0.0000
G-0095,batch,easy,nova-pro-v1:0,nova-pro-v1:0,single,single,database,balanced,standard,"Create an EC2 instance for a web application",2,3,0.6667,0.6667,0,1,1.0000,0.8000,0.0000
G-0097,batch,easy,nova-pro-v1:0,nova-pro-v1:0,single,single,database,balanced,standard,"Create a Lambda function for data processing",2,3,0.6667,0.6667,0,1,1.0000,0.8000,0.0000
G-0098,batch,easy,nova-pro-v1:0,nova-pro-v1:0,single,single,database,balanced,standard,"Create a Lambda function for data processing",2,2,1.0000,1.0000,0,0,1.0000,1.0000,0.0000
G-0099,batch,easy,nova-pro-v1:0,nova-pro-v1:0,single,single,database,balanced,standard,"Create a Lambda function for data processing",2,5,0.4000,0.4000,0,3,1.0000,0.5714,0.0000
G-0100,batch,easy,nova-pro-v1:0,nova-pro-v1:0,single,single,database,balanced,standard,"Create an RDS PostgreSQL database",2,4,0.5000,0.5000,0,2,1.0000,0.6667,0.0000
G-0101,batch,easy,nova-pro-v1:0,nova-pro-v1:0,single,single,database,balanced,standard,"Create an RDS PostgreSQL database",0,3,0.0000,0.0000,0,3,0.0000,0.0000,0.0000
G-0102,batch,easy,nova-pro-v1:0,nova-pro-v1:0,single,single,database,balanced,standard,"Create an RDS PostgreSQL database",0,4,0.0000,0.0000,0,4,0.0000,0.0000,0.0000
G-0103,batch,easy,nova-pro-v1:0,nova-pro-v1:0,single,single,database,balanced,standard,"Create a VPC with public and private subnets",2,2,1.0000,1.0000,0,0,1.0000,1.0000,0.0000
G-0104,batch,easy,nova-pro-v1:0,nova-pro-v1:0,single,single,database,balanced,standard,"Create a VPC with public and private subnets",2,3,0.6667,0.6667,0,1,1.0000,0.8000,0.0000
G-0105,batch,easy,nova-pro-v1:0,nova-pro-v1:0,single,single,database,balanced,standard,"Create a VPC with public and private subnets",2,2,1.0000,1.0000,0,0,1.0000,1.0000,0.0000
G-0106,batch,easy,nova-pro-v1:0,nova-pro-v1:0,single,single,database,balanced,standard,"Create IAM roles for a development team",2,4,0.5000,0.5000,0,2,1.0000,0.6667,0.0000
G-0107,batch,easy,nova-pro-v1:0,nova-pro-v1:0,single,single,database,balanced,standard,"Create IAM roles for a development team",2,2,1.0000,1.0000,0,0,1.0000,1.0000,0.0000
G-0108,batch,easy,nova-pro-v1:0,nova-pro-v1:0,single,single,database,balanced,standard,"Create IAM roles for a development team",2,2,1.0000,1.0000,0,0,1.0000,1.0000,0.0000
G-0109,batch,easy,nova-pro-v1:0,nova-pro-v1:0,single,single,database,balanced,standard,"Create an SQS queue for order processing",2,2,1.0000,1.0000,0,0,1.0000,1.0000,0.0000
G-0110,batch,easy,nova-pro-v1:0,nova-pro-v1:0,single,single,database,balanced,standard,"Create an SQS queue for order processing",0,3,0.0000,0.0000,0,3,0.0000,0.0000,0.0000
G-0111,batch,easy,nova-pro-v1:0,nova-pro-v1:0,single,single,database,balanced,standard,"Create an SQS queue for order processing",2,2,1.0000,1.0000,0,0,1.0000,1.0000,0.0000
G-0112,batch,easy,nova-pro-v1:0,nova-pro-v1:0,single,single,database,balanced,standard,"Create a DynamoDB table for session storage",0,3,0.0000,0.0000,0,3,0.0000,0.0000,0.0000
G-0113,batch,easy,nova-pro-v1:0,nova-pro-v1:0,single,single,database,balanced,standard,"Create a DynamoDB table for session storage",3,3,1.0000,1.0000,0,0,1.0000,1.0000,0.0000
G-0114,batch,easy,nova-pro-v1:0,nova-pro-v1:0,single,single,database,balanced,standard,"Create a DynamoDB table for session storage",0,5,0.0000,0.0000,0,5,0.0000,0.0000,0.0000
G-0115,batch,easy,nova-pro-v1:0,nova-pro-v1:0,single,single,database,balanced,standard,"Create an API Gateway REST API",2,3,0.6667,0.6667,0,1,1.0000,0.8000,0.0000
G-0116,batch,easy,nova-pro-v1:0,nova-pro-v1:0,single,single,database,balanced,standard,"Create an API Gateway REST API",2,5,0.4000,0.4000,0,3,1.0000,0.5714,0.0000
G-0117,batch,easy,nova-pro-v1:0,nova-pro-v1:0,single,single,database,balanced,standard,"Create an API Gateway REST API",2,3,0.3333,0.3333,0,2,0.5000,0.4000,0.5000
G-0118,batch,easy,nova-pro-v1:0,nova-pro-v1:0,single,single,database,balanced,standard,"Create an ECS Fargate service",2,3,0.3333,0.3333,0,2,0.5000,0.4000,0.5000
G-0119,batch,easy,nova-pro-v1:0,nova-pro-v1:0,single,single,database,balanced,standard,"Create an ECS Fargate service",2,4,0.2500,0.2500,0,3,0.5000,0.3333,0.5000
G-0120,batch,easy,nova-pro-v1:0,nova-pro-v1:0,single,single,database,balanced,standard,"Create an ECS Fargate service",2,3,0.6667,0.6667,0,1,1.0000,0.8000,0.0000
G-0121,batch,medium,nova-pro-v1:0,nova-pro-v1:0,single,single,database,balanced,standard,"Create an S3 bucket for application logs",3,4,0.5000,0.5000,0,2,0.6667,0.5714,0.3333
G-0122,batch,medium,nova-pro-v1:0,nova-pro-v1:0,single,single,database,balanced,standard,"Create an S3 bucket for application logs",2,3,0.6667,0.6667,0,1,1.0000,0.8000,0.0000
G-0123,batch,medium,nova-pro-v1:0,nova-pro-v1:0,single,single,database,balanced,standard,"Create an S3 bucket for application logs",3,3,1.0000,1.0000,0,0,1.0000,1.0000,0.0000
G-0124,batch,medium,nova-pro-v1:0,nova-pro-v1:0,single,single,database,balanced,standard,"Create an EC2 instance for a web application",3,3,1.0000,1.0000,0,0,1.0000,1.0000,0.0000
G-0125,batch,medium,nova-pro-v1:0,nova-pro-v1:0,single,single,database,balanced,standard,"Create an EC2 instance for a web application",0,4,0.0000,0.0000,0,4,0.0000,0.0000,0.0000
G-0126,batch,medium,nova-pro-v1:0,nova-pro-v1:0,single,single,database,balanced,standard,"Create an EC2 instance for a web application",3,3,1.0000,1.0000,0,0,1.0000,1.0000,0.0000
G-0127,batch,medium,nova-pro-v1:0,nova-pro-v1:0,single,single,database,balanced,standard,"Create a Lambda function for data processing",3,3,1.0000,1.0000,0,0,1.0000,1.0000,0.0000
G-0128,batch,medium,nova-pro-v1:0,nova-pro-v1:0,single,single,database,balanced,standard,"Create a Lambda function for data processing",3,3,1.0000,1.0000,0,0,1.0000,1.0000,0.0000
G-0129,batch,medium,nova-pro-v1:0,nova-pro-v1:0,single,single,database,balanced,standard,"Create a Lambda function for data processing",3,3,1.0000,1.0000,0,0,1.0000,1.0000,0.0000
G-0130,batch,medium,nova-pro-v1:0,nova-pro-v1:0,single,single,database,balanced,standard,"Create an RDS PostgreSQL database",3,4,0.7500,0.7500,0,1,1.0000,0.8571,0.0000
G-0131,batch,medium,nova-pro-v1:0,nova-pro-v1:0,single,single,database,balanced,standard,"Create an RDS PostgreSQL database",3,4,0.7500,0.7500,0,1,1.0000,0.8571,0.0000
G-0132,batch,medium,nova-pro-v1:0,nova-pro-v1:0,single,single,database,balanced,standard,"Create an RDS PostgreSQL database",4,3,1.0000,1.0000,0,0,0.7500,0.8571,0.2500
G-0133,batch,medium,nova-pro-v1:0,nova-pro-v1:0,single,single,database,balanced,standard,"Create a VPC with public and private subnets",3,3,1.0000,1.0000,0,0,1.0000,1.0000,0.0000
G-0134,batch,medium,nova-pro-v1:0,nova-pro-v1:0,single,single,database,balanced,standard,"Create a VPC with public and private subnets",2,2,1.0000,1.0000,0,0,1.0000,1.0000,0.0000
G-0135,batch,medium,nova-pro-v1:0,nova-pro-v1:0,single,single,database,balanced,standard,"Create a VPC with public and private subnets",3,3,1.0000,1.0000,0,0,1.0000,1.0000,0.0000
G-0136,batch,medium,nova-pro-v1:0,nova-pro-v1:0,single,single,database,balanced,standard,"Create IAM roles for a development team",3,4,0.7500,0.7500,0,1,1.0000,0.8571,0.0000
G-0137,batch,medium,nova-pro-v1:0,nova-pro-v1:0,single,single,database,balanced,standard,"Create IAM roles for a development team",3,4,0.7500,0.7500,0,1,1.0000,0.8571,0.0000
G-0138,batch,medium,nova-pro-v1:0,nova-pro-v1:0,single,single,database,balanced,standard,"Create IAM roles for a development team",3,3,0.3333,0.3333,0,2,0.3333,0.3333,0.6667
G-0139,batch,medium,nova-pro-v1:0,nova-pro-v1:0,single,single,database,balanced,standard,"Create an SQS queue for order processing",3,2,1.0000,1.0000,0,0,0.6667,0.8000,0.3333
G-0140,batch,medium,nova-pro-v1:0,nova-pro-v1:0,single,single,database,balanced,standard,"Create an SQS queue for order processing",3,3,0.6667,0.6667,0,1,0.6667,0.6667,0.3333
G-0141,batch,medium,nova-pro-v1:0,nova-pro-v1:0,single,single,database,balanced,standard,"Create an SQS queue for order processing",3,4,0.7500,0.7500,0,1,1.0000,0.8571,0.0000
G-0142,batch,medium,nova-pro-v1:0,nova-pro-v1:0,single,single,database,balanced,standard,"Create a DynamoDB table for session storage",3,3,1.0000,1.0000,0,0,1.0000,1.0000,0.0000
